"","class","Species","obsDate","State","Latitude","Longitude","New","Confirmed","Alive","Date","week.number","Live","Health"
"206","Sea Turtles","Lepidochelys kempii","2010-08-15","AL",30.23184,-88.01803,"N","Y","N","2010-08-15",33,0,"Dead"
"207","Sea Turtles","Lepidochelys kempii","2010-08-17","AL",30.390136,-87.875074,"N","Y","N","2010-08-17",34,0,"Dead"
"208","Sea Turtles","Lepidochelys kempii","2010-08-18","AL",30.381329,-88.270996,"N","Y","Y","2010-08-18",34,1,"Alive"
"209","Sea Turtles","Lepidochelys kempii","2010-08-19","AL",30.6543,-88.0137,"N","Y","N","2010-08-19",34,0,"Dead"
"210","Sea Turtles","Lepidochelys kempii","2010-08-19","AL",30.24638,-87.96048,"N","Y","N","2010-08-19",34,0,"Dead"
"211","Sea Turtles","Lepidochelys kempii","2010-08-20","AL",30.50505,-88.0526,"N","Y","N","2010-08-20",34,0,"Dead"
"212","Sea Turtles","Unknown","2010-08-22","AL",30.50335,-88.02099,"N","Y","N","2010-08-22",34,0,"Dead"
"213","Sea Turtles","Lepidochelys kempii","2010-08-24","AL",30.4822,-88.034,"N","Y","N","2010-08-24",35,0,"Dead"
"214","Sea Turtles","Lepidochelys kempii","2010-08-25","AL",30.26065,-87.78706,"N","Y","N","2010-08-25",35,0,"Dead"
"215","Sea Turtles","Lepidochelys kempii","2010-08-28","AL",30.25059,-88.14422,"N","Y","Y","2010-08-28",35,1,"Alive"
"216","Sea Turtles","Lepidochelys kempii","2010-08-28","AL",30.23123,-88.29169,"N","Y","N","2010-08-28",35,0,"Dead"
"217","Sea Turtles","Caretta caretta","2010-08-31","AL",30.253367,-87.645433,"N","Y","N","2010-08-31",36,0,"Dead"
"218","Sea Turtles","Lepidochelys kempii","2010-09-01","AL",30.22383,-88.106214,"N","Y","N","2010-09-01",36,0,"Dead"
"219","Sea Turtles","Chelonia mydas","2010-09-07","AL",30.265671,-87.595091,"N","Y","N","2010-09-07",37,0,"Dead"
"220","Sea Turtles","Chelonia mydas","2010-09-10","AL",30.283527,-87.536581,"N","Y","N","2010-09-10",37,0,"Dead"
"221","Sea Turtles","Lepidochelys kempii","2010-09-10","AL",30.32592,-88.30311,"N","Y","N","2010-09-10",37,0,"Dead"
"222","Sea Turtles","Caretta caretta","2010-05-08","FL",30.2442,-85.93718,"N","Y","N","2010-05-08",19,0,"Dead"
"223","Sea Turtles","Caretta caretta","2010-05-08","FL",30.1965,-85.84358,"N","Y","Y","2010-05-08",19,1,"Alive"
"224","Sea Turtles","Lepidochelys kempii","2010-05-08","FL",30.16782,-85.794,"N","Y","N","2010-05-08",19,0,"Dead"
"225","Sea Turtles","Caretta caretta","2010-05-10","FL",30.2148,-85.87758,"N","Y","N","2010-05-10",20,0,"Dead"
"226","Sea Turtles","Chelonia mydas","2010-05-11","FL",30.32588,-87.1721,"N","Y","N","2010-05-11",20,0,"Dead"
"227","Sea Turtles","Caretta caretta","2010-05-12","FL",29.77851,-85.40833,"N","Y","N","2010-05-12",20,0,"Dead"
"228","Sea Turtles","Caretta caretta","2010-05-13","FL",30.28801,-87.47814,"N","Y","N","2010-05-13",20,0,"Dead"
"229","Sea Turtles","Caretta caretta","2010-05-14","FL",30.2724,-86.00381,"N","Y","Y","2010-05-14",20,1,"Alive"
"230","Sea Turtles","Lepidochelys kempii","2010-05-14","FL",30.36423,-87.12724,"N","Y","N","2010-05-14",20,0,"Dead"
"231","Sea Turtles","Caretta caretta","2010-05-15","FL",30.08165,-85.62992,"N","Y","N","2010-05-15",20,0,"Dead"
"232","Sea Turtles","Chelonia mydas","2010-05-17","FL",30.1892,-85.83112,"N","Y","N","2010-05-17",21,0,"Dead"
"233","Sea Turtles","Lepidochelys kempii","2010-05-17","FL",30.3035,-87.39394,"N","Y","N","2010-05-17",21,0,"Dead"
"234","Sea Turtles","Caretta caretta","2010-05-17","FL",30.3549,-87.0142,"N","Y","N","2010-05-17",21,0,"Dead"
"235","Sea Turtles","Chelonia mydas","2010-05-17","FL",30.372,-86.3487,"N","Y","N","2010-05-17",21,0,"Dead"
"236","Sea Turtles","Caretta caretta","2010-05-18","FL",29.9568,-85.4738,"N","Y","N","2010-05-18",21,0,"Dead"
"237","Sea Turtles","Caretta caretta","2010-05-18","FL",30.02786,-85.56911,"N","Y","N","2010-05-18",21,0,"Dead"
"238","Sea Turtles","Caretta caretta","2010-05-18","FL",30.3398,-86.21,"N","Y","N","2010-05-18",21,0,"Dead"
"239","Sea Turtles","Caretta caretta","2010-05-19","FL",30.26268,-85.97958,"N","Y","N","2010-05-19",21,0,"Dead"
"240","Sea Turtles","Lepidochelys kempii","2010-05-19","FL",30.1425,-85.6492,"N","Y","N","2010-05-19",21,0,"Dead"
"241","Sea Turtles","Caretta caretta","2010-05-19","FL",30.336192,-87.11075,"N","Y","Y","2010-05-19",21,1,"Alive"
"242","Sea Turtles","Lepidochelys kempii","2010-05-20","FL",29.95634,-85.45734,"N","Y","N","2010-05-20",21,0,"Dead"
"243","Sea Turtles","Caretta caretta","2010-05-20","FL",29.90192,-85.36683,"N","Y","N","2010-05-20",21,0,"Dead"
"244","Sea Turtles","Lepidochelys kempii","2010-05-20","FL",30.360739,-87.140026,"N","Y","N","2010-05-20",21,0,"Dead"
"245","Sea Turtles","Lepidochelys kempii","2010-05-21","FL",30.29619,-87.42647,"N","Y","Y","2010-05-21",21,1,"Alive"
"246","Sea Turtles","Caretta caretta","2010-05-24","FL",30.14352,-85.72778,"N","Y","N","2010-05-24",22,0,"Dead"
"247","Sea Turtles","Caretta caretta","2010-05-24","FL",30.3759,-86.8876,"N","Y","N","2010-05-24",22,0,"Dead"
"248","Sea Turtles","Chelonia mydas","2010-05-25","FL",30.16385,-85.68565,"N","Y","N","2010-05-25",22,0,"Dead"
"249","Sea Turtles","Caretta caretta","2010-05-27","FL",30.33185,-87.3404,"N","Y","N","2010-05-27",22,0,"Dead"
"250","Sea Turtles","Chelonia mydas","2010-05-28","FL",30.3125,-87.4971,"N","Y","N","2010-05-28",22,0,"Dead"
"251","Sea Turtles","Caretta caretta","2010-05-30","FL",29.68224,-85.31182,"N","Y","N","2010-05-30",22,0,"Dead"
"252","Sea Turtles","Lepidochelys kempii","2010-06-01","FL",30.18415,-85.73262,"N","Y","N","2010-06-01",23,0,"Dead"
"253","Sea Turtles","Caretta caretta","2010-06-07","FL",29.6759,-85.21767,"N","Y","N","2010-06-07",24,0,"Dead"
"254","Sea Turtles","Lepidochelys kempii","2010-06-07","FL",30.17795,-85.72493,"N","Y","N","2010-06-07",24,0,"Dead"
"255","Sea Turtles","Lepidochelys kempii","2010-06-17","FL",29.90475,-85.36946,"N","Y","N","2010-06-17",25,0,"Dead"
"256","Sea Turtles","Lepidochelys kempii","2010-06-22","FL",30.39469,-86.71058,"N","Y","N","2010-06-22",26,0,"Dead"
"257","Sea Turtles","Caretta caretta","2010-06-22","FL",30.21607,-85.87965,"N","Y","N","2010-06-22",26,0,"Dead"
"258","Sea Turtles","Caretta caretta","2010-06-22","FL",30.1728,-85.75803,"N","Y","N","2010-06-22",26,0,"Dead"
"259","Sea Turtles","Chelonia mydas","2010-06-28","FL",30.23488,-85.90698,"N","Y","Y","2010-06-28",27,1,"Alive"
"260","Sea Turtles","Chelonia mydas","2010-06-30","FL",30.1297,-85.7242,"N","Y","N","2010-06-30",27,0,"Dead"
"261","Sea Turtles","Chelonia mydas","2010-07-12","FL",30.346239,-87.285679,"N","Y","Y","2010-07-12",29,1,"Alive"
"262","Sea Turtles","Caretta caretta","2010-07-12","FL",30.05625,-85.60641,"N","Y","N","2010-07-12",29,0,"Dead"
"263","Sea Turtles","Lepidochelys kempii","2010-07-15","FL",30.15885,-85.66962,"N","Y","N","2010-07-15",29,0,"Dead"
"264","Sea Turtles","Chelonia mydas","2010-07-18","FL",30.162628,-85.728664,"N","Y","N","2010-07-18",29,0,"Dead"
"265","Sea Turtles","Lepidochelys kempii","2010-07-24","FL",30.28481,-87.49405,"N","Y","N","2010-07-24",30,0,"Dead"
"266","Sea Turtles","Caretta caretta","2010-07-26","FL",29.73789,-85.39606,"N","Y","N","2010-07-26",31,0,"Dead"
"267","Sea Turtles","Caretta caretta","2010-07-29","FL",30.33237,-87.318175,"N","Y","Y","2010-07-29",31,1,"Alive"
"268","Sea Turtles","Lepidochelys kempii","2010-07-31","FL",29.87971,-85.35271,"N","Y","N","2010-07-31",31,0,"Dead"
"269","Sea Turtles","Caretta caretta","2010-08-06","FL",30.39678,-86.63408,"N","Y","N","2010-08-06",32,0,"Dead"
"270","Sea Turtles","Caretta caretta","2010-08-10","FL",30.12462,-85.70582,"N","Y","N","2010-08-10",33,0,"Dead"
"271","Sea Turtles","Lepidochelys kempii","2010-09-08","FL",29.60083,-84.9969,"N","Y","N","2010-09-08",37,0,"Dead"
"272","Sea Turtles","Unknown","2010-05-01","LA",29.17027,-90.08316,"N","Y","N","2010-05-01",18,0,"Dead"
"273","Sea Turtles","Lepidochelys kempii","2010-05-01","LA",29.18166,-90.06428,"N","Y","N","2010-05-01",18,0,"Dead"
"274","Sea Turtles","Lepidochelys kempii","2010-05-03","LA",30.13447,-89.50054,"N","Y","N","2010-05-03",19,0,"Dead"
"275","Sea Turtles","Lepidochelys kempii","2010-05-03","LA",29.21231,-90.02593,"N","Y","N","2010-05-03",19,0,"Dead"
"276","Sea Turtles","Chelonia mydas","2010-05-05","LA",29.17235,-90.07981,"N","Y","N","2010-05-05",19,0,"Dead"
"277","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.76692,-93.16193,"N","Y","N","2010-05-07",19,0,"Dead"
"278","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.76879,-93.17164,"N","Y","N","2010-05-07",19,0,"Dead"
"279","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.76972,-93.17667,"N","Y","N","2010-05-07",19,0,"Dead"
"280","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.77171,-93.18671,"N","Y","N","2010-05-07",19,0,"Dead"
"281","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.7732,-93.19467,"N","Y","N","2010-05-07",19,0,"Dead"
"282","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.77341,-93.19683,"N","Y","N","2010-05-07",19,0,"Dead"
"283","Sea Turtles","Caretta caretta","2010-05-07","LA",29.77354,-93.19756,"N","Y","N","2010-05-07",19,0,"Dead"
"284","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.77576,-93.21589,"N","Y","N","2010-05-07",19,0,"Dead"
"285","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.77738,-93.2461,"N","Y","N","2010-05-07",19,0,"Dead"
"286","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.77728,-93.25497,"N","Y","N","2010-05-07",19,0,"Dead"
"287","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.77728,-93.25497,"N","Y","N","2010-05-07",19,0,"Dead"
"288","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.76578,-93.15643,"N","Y","N","2010-05-07",19,0,"Dead"
"289","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.76119,-93.13665,"N","Y","N","2010-05-07",19,0,"Dead"
"290","Sea Turtles","Lepidochelys kempii","2010-05-07","LA",29.75513,-93.11017,"N","Y","N","2010-05-07",19,0,"Dead"
"291","Sea Turtles","Caretta caretta","2010-05-07","LA",30.1588,-89.6505,"N","Y","N","2010-05-07",19,0,"Dead"
"292","Sea Turtles","Unknown","2010-05-10","LA",29.18184,-90.06364,"N","Y","N","2010-05-10",20,0,"Dead"
"293","Sea Turtles","Unknown","2010-05-10","LA",29.20786,-90.03112,"N","Y","N","2010-05-10",20,0,"Dead"
"294","Sea Turtles","Lepidochelys kempii","2010-05-10","LA",29.76897,-93.4392,"N","Y","N","2010-05-10",20,0,"Dead"
"295","Sea Turtles","Lepidochelys kempii","2010-05-10","LA",29.76879,-93.43438,"N","Y","N","2010-05-10",20,0,"Dead"
"296","Sea Turtles","Lepidochelys kempii","2010-05-10","LA",29.76922,-93.45638,"N","Y","N","2010-05-10",20,0,"Dead"
"297","Sea Turtles","Lepidochelys kempii","2010-05-10","LA",29.76897,-93.48772,"N","Y","N","2010-05-10",20,0,"Dead"
"298","Sea Turtles","Lepidochelys kempii","2010-05-10","LA",29.76771,-93.50714,"N","Y","N","2010-05-10",20,0,"Dead"
"299","Sea Turtles","Lepidochelys kempii","2010-05-10","LA",29.76031,-93.56936,"N","Y","N","2010-05-10",20,0,"Dead"
"300","Sea Turtles","Lepidochelys kempii","2010-05-11","LA",29.11988,-90.16253,"N","Y","N","2010-05-11",20,0,"Dead"
"301","Sea Turtles","Lepidochelys kempii","2010-05-11","LA",29.16567,-90.09297,"N","Y","N","2010-05-11",20,0,"Dead"
"302","Sea Turtles","Lepidochelys kempii","2010-05-12","LA",29.74595,-93.68512,"N","Y","N","2010-05-12",20,0,"Dead"
"303","Sea Turtles","Lepidochelys kempii","2010-05-12","LA",29.74582,-93.68592,"N","Y","N","2010-05-12",20,0,"Dead"
"304","Sea Turtles","Lepidochelys kempii","2010-05-12","LA",29.7423,-93.70653,"N","Y","Y","2010-05-12",20,1,"Alive"
"305","Sea Turtles","Lepidochelys kempii","2010-05-12","LA",29.20917,-90.02917,"N","Y","N","2010-05-12",20,0,"Dead"
"306","Sea Turtles","Lepidochelys kempii","2010-05-13","LA",29.209166,-90.029166,"N","Y","N","2010-05-13",20,0,"Dead"
"307","Sea Turtles","Lepidochelys kempii","2010-05-13","LA",29.28435,-89.92149,"N","Y","N","2010-05-13",20,0,"Dead"
"308","Sea Turtles","Unknown","2010-05-13","LA",29.74232,-93.7065,"N","Y","N","2010-05-13",20,0,"Dead"
"309","Sea Turtles","Lepidochelys kempii","2010-05-13","LA",29.76391,-93.36438,"N","Y","N","2010-05-13",20,0,"Dead"
"310","Sea Turtles","Lepidochelys kempii","2010-05-14","LA",29.7424,-93.7062,"N","Y","Y","2010-05-14",20,1,"Alive"
"311","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7534,-93.6293,"N","Y","N","2010-05-16",20,0,"Dead"
"312","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7509,-93.6492,"N","Y","N","2010-05-16",20,0,"Dead"
"313","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7396,-93.7208,"N","Y","N","2010-05-16",20,0,"Dead"
"314","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7605,-93.5674,"N","Y","N","2010-05-16",20,0,"Dead"
"315","Sea Turtles","Caretta caretta","2010-05-16","LA",29.7683,-93.5018,"N","Y","N","2010-05-16",20,0,"Dead"
"316","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7689,-93.441,"N","Y","N","2010-05-16",20,0,"Dead"
"317","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7555,-93.1114,"N","Y","N","2010-05-16",20,0,"Dead"
"318","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7513,-93.0941,"N","Y","N","2010-05-16",20,0,"Dead"
"319","Sea Turtles","Lepidochelys kempii","2010-05-16","LA",29.7498,-93.0873,"N","Y","N","2010-05-16",20,0,"Dead"
"320","Sea Turtles","Lepidochelys kempii","2010-05-17","LA",29.24544,-89.99017,"N","Y","N","2010-05-17",21,0,"Dead"
"321","Sea Turtles","Lepidochelys kempii","2010-05-17","LA",30.205,-90.11194,"N","Y","N","2010-05-17",21,0,"Dead"
"322","Sea Turtles","Lepidochelys kempii","2010-05-18","LA",29.09,-90.21566,"N","Y","N","2010-05-18",21,0,"Dead"
"323","Sea Turtles","Lepidochelys kempii","2010-05-19","LA",29.29201,-90.59606,"N","Y","N","2010-05-19",21,0,"Dead"
"324","Sea Turtles","Unknown","2010-05-20","LA",30.0038,-89.2063,"N","Y","N","2010-05-20",21,0,"Dead"
"325","Sea Turtles","Lepidochelys kempii","2010-05-22","LA",29.25062,-89.95774,"N","Y","N","2010-05-22",21,0,"Dead"
"326","Sea Turtles","Lepidochelys kempii","2010-05-22","LA",29.25412,-89.60345,"N","Y","N","2010-05-22",21,0,"Dead"
"327","Sea Turtles","Lepidochelys kempii","2010-05-24","LA",29.27883,-90.60933,"N","Y","N","2010-05-24",22,0,"Dead"
"328","Sea Turtles","Lepidochelys kempii","2010-05-24","LA",29.34171,-90.45657,"N","Y","N","2010-05-24",22,0,"Dead"
"329","Sea Turtles","Lepidochelys kempii","2010-05-25","LA",29.2386,-89.53792,"N","Y","N","2010-05-25",22,0,"Dead"
"330","Sea Turtles","Lepidochelys kempii","2010-05-25","LA",29.2569,-89.95292,"N","Y","N","2010-05-25",22,0,"Dead"
"331","Sea Turtles","Unknown","2010-05-25","LA",29.30522,-89.9575,"N","Y","N","2010-05-25",22,0,"Dead"
"332","Sea Turtles","Lepidochelys kempii","2010-05-26","LA",29.32386,-90.45065,"N","Y","N","2010-05-26",22,0,"Dead"
"333","Sea Turtles","Lepidochelys kempii","2010-05-26","LA",29.32143,-90.45219,"N","Y","N","2010-05-26",22,0,"Dead"
"334","Sea Turtles","Lepidochelys kempii","2010-05-26","LA",29.30844,-90.46661,"N","Y","N","2010-05-26",22,0,"Dead"
"335","Sea Turtles","Lepidochelys kempii","2010-05-27","LA",29.21192,-90.02592,"N","Y","N","2010-05-27",22,0,"Dead"
"336","Sea Turtles","Lepidochelys kempii","2010-05-28","LA",28.4375,-89.8958,"N","Y","Y","2010-05-28",22,1,"Alive"
"337","Sea Turtles","Lepidochelys kempii","2010-05-31","LA",28.9932,-89.8412,"N","Y","Y","2010-05-31",23,1,"Alive"
"338","Sea Turtles","Lepidochelys kempii","2010-06-07","LA",29.30722,-89.90078,"N","Y","N","2010-06-07",24,0,"Dead"
"339","Sea Turtles","Lepidochelys kempii","2010-06-08","LA",29.25987,-89.99575,"N","Y","N","2010-06-08",24,0,"Dead"
"340","Sea Turtles","Lepidochelys kempii","2010-06-09","LA",29.43308,-89.88585,"N","Y","N","2010-06-09",24,0,"Dead"
"341","Sea Turtles","Unknown","2010-06-10","LA",29.10932,-90.1799,"N","Y","N","2010-06-10",24,0,"Dead"
"342","Sea Turtles","Lepidochelys kempii","2010-06-13","LA",29.13323,-90.14178,"N","Y","N","2010-06-13",24,0,"Dead"
"343","Sea Turtles","Lepidochelys kempii","2010-06-14","LA",30.22408,-89.83395,"N","Y","N","2010-06-14",25,0,"Dead"
"344","Sea Turtles","Caretta caretta","2010-06-17","LA",29.0394,-90.91158,"N","Y","N","2010-06-17",25,0,"Dead"
"345","Sea Turtles","Chelonia mydas","2010-06-17","LA",29.16667,-90.5,"N","Y","N","2010-06-17",25,0,"Dead"
"346","Sea Turtles","Chelonia mydas","2010-06-18","LA",29.15441,-90.23783,"N","Y","N","2010-06-18",25,0,"Dead"
"347","Sea Turtles","Lepidochelys kempii","2010-06-18","LA",29.15575,-90.49995,"N","Y","N","2010-06-18",25,0,"Dead"
"348","Sea Turtles","Lepidochelys kempii","2010-06-19","LA",30.0898,-89.6424,"N","Y","N","2010-06-19",25,0,"Dead"
"349","Sea Turtles","Caretta caretta","2010-06-21","LA",29.13705,-90.61867,"N","Y","N","2010-06-21",26,0,"Dead"
"350","Sea Turtles","Lepidochelys kempii","2010-06-24","LA",29.22462,-90.66272,"N","Y","N","2010-06-24",26,0,"Dead"
"351","Sea Turtles","Chelonia mydas","2010-06-25","LA",29.09139,-90.22365,"N","Y","N","2010-06-25",26,0,"Dead"
"352","Sea Turtles","Lepidochelys kempii","2010-06-26","LA",29.06263,-90.94988,"N","Y","N","2010-06-26",26,0,"Dead"
"353","Sea Turtles","Lepidochelys kempii","2010-06-26","LA",29.0624,-90.94663,"N","Y","N","2010-06-26",26,0,"Dead"
"354","Sea Turtles","Lepidochelys kempii","2010-06-27","LA",29.01988,-90.11865,"N","Y","Y","2010-06-27",26,1,"Alive"
"355","Sea Turtles","Lepidochelys kempii","2010-06-27","LA",29.19899,-90.04115,"N","Y","N","2010-06-27",26,0,"Dead"
"356","Sea Turtles","Chelonia mydas","2010-06-27","LA",29.22781,-90.00005,"N","Y","N","2010-06-27",26,0,"Dead"
"357","Sea Turtles","Lepidochelys kempii","2010-07-04","LA",30.15705,-89.6381,"N","Y","Y","2010-07-04",27,1,"Alive"
"358","Sea Turtles","Lepidochelys kempii","2010-07-04","LA",29.09935,-90.26038,"N","Y","N","2010-07-04",27,0,"Dead"
"359","Sea Turtles","Lepidochelys kempii","2010-07-10","LA",29.46985,-89.91005,"N","Y","N","2010-07-10",28,0,"Dead"
"360","Sea Turtles","Lepidochelys kempii","2010-07-12","LA",29.46278,-89.95111,"N","Y","Y","2010-07-12",29,1,"Alive"
"361","Sea Turtles","Lepidochelys kempii","2010-07-17","LA",29.75189,-93.64085,"N","Y","N","2010-07-17",29,0,"Dead"
"362","Sea Turtles","Chelonia mydas","2010-07-20","LA",29.10122,-90.19025,"N","Y","N","2010-07-20",30,0,"Dead"
"363","Sea Turtles","Lepidochelys kempii","2010-07-29","LA",29.76925,-93.457733,"N","Y","N","2010-07-29",31,0,"Dead"
"364","Sea Turtles","Lepidochelys kempii","2010-07-31","LA",29.83703,-89.64799,"N","Y","N","2010-07-31",31,0,"Dead"
"365","Sea Turtles","Lepidochelys kempii","2010-08-01","LA",29.115,-90.21,"N","Y","N","2010-08-01",31,0,"Dead"
"366","Sea Turtles","Lepidochelys kempii","2010-08-11","LA",29.76117,-93.13589,"N","Y","N","2010-08-11",33,0,"Dead"
"367","Sea Turtles","Chelonia mydas","2010-08-18","LA",29.13247,-90.14288,"N","Y","N","2010-08-18",34,0,"Dead"
"368","Sea Turtles","Lepidochelys kempii","2010-08-20","LA",29.74752,-91.86954,"N","Y","N","2010-08-20",34,0,"Dead"
"369","Sea Turtles","Lepidochelys kempii","2010-08-20","LA",29.10048,-90.1919,"N","Y","N","2010-08-20",34,0,"Dead"
"370","Sea Turtles","Lepidochelys kempii","2010-08-23","LA",29.15677,-90.64207,"N","Y","N","2010-08-23",35,0,"Dead"
"371","Sea Turtles","Lepidochelys kempii","2010-08-23","LA",29.16,-90.64,"N","Y","N","2010-08-23",35,0,"Dead"
"372","Sea Turtles","Caretta caretta","2010-08-24","LA",29.19,-90.35333,"N","Y","N","2010-08-24",35,0,"Dead"
"373","Sea Turtles","Unknown","2010-08-24","LA",29.22363,-90.55563,"N","Y","N","2010-08-24",35,0,"Dead"
"374","Sea Turtles","Unknown","2010-08-24","LA",29.11822,-90.63955,"N","Y","N","2010-08-24",35,0,"Dead"
"375","Sea Turtles","Unknown","2010-08-26","LA",29.22496,-90.56473,"N","Y","N","2010-08-26",35,0,"Dead"
"376","Sea Turtles","Caretta caretta","2010-08-29","LA",29.22043,-90.01305,"N","Y","N","2010-08-29",35,0,"Dead"
"377","Sea Turtles","Caretta caretta","2010-09-05","LA",29.22933,-90.47467,"N","Y","N","2010-09-05",36,0,"Dead"
"378","Sea Turtles","Caretta caretta","2010-09-05","LA",29.25102,-90.32436,"N","Y","N","2010-09-05",36,0,"Dead"
"379","Sea Turtles","Lepidochelys kempii","2010-09-03","LA",29.75261,-93.63581,"N","Y","N","2010-09-03",36,0,"Dead"
"380","Sea Turtles","Lepidochelys kempii","2010-09-05","LA",29.76706,-93.5126,"N","Y","N","2010-09-05",36,0,"Dead"
"381","Sea Turtles","Lepidochelys kempii","2010-09-08","LA",29.18889,-90.66667,"N","Y","N","2010-09-08",37,0,"Dead"
"382","Sea Turtles","Lepidochelys kempii","2010-09-09","LA",29.15056,-90.2805,"N","Y","N","2010-09-09",37,0,"Dead"
"383","Sea Turtles","Unknown","2010-09-10","LA",29.17544,-89.34372,"N","Y","N","2010-09-10",37,0,"Dead"
"384","Sea Turtles","Caretta caretta","2010-09-10","LA",29.763028,-93.342164,"N","Y","N","2010-09-10",37,0,"Dead"
"385","Sea Turtles","Lepidochelys kempii","2010-04-26","MS",30.3088,-89.3259,"N","Y","N","2010-04-26",18,0,"Dead"
"386","Sea Turtles","Lepidochelys kempii","2010-04-30","MS",30.2941,-89.3432,"N","Y","N","2010-04-30",18,0,"Dead"
"387","Sea Turtles","Lepidochelys kempii","2010-04-30","MS",30.2641,-89.392,"N","Y","N","2010-04-30",18,0,"Dead"
"388","Sea Turtles","Lepidochelys kempii","2010-04-30","MS",30.2726,-89.3775,"N","Y","N","2010-04-30",18,0,"Dead"
